Price,Close,High,Low,Open,Volume
Ticker,META,META,META,META,META
Date,,,,,
2015-01-02,77.83914947509766,78.31541530686758,77.0949893173243,77.96814208057107,18177500
2015-01-05,76.58898162841797,78.6329395268451,76.2615492747893,77.3728313977153,26452200
2015-01-06,75.55707550048828,76.9858580947277,74.77322576150083,76.62866812366023,27399300
2015-01-07,75.55707550048828,76.75765318071265,75.22964315952076,76.16232646894707,22045300
2015-01-08,77.57125091552734,77.62086461799993,75.4876041014778,76.1424610681845,23961000
2015-01-09,77.13468933105469,78.00784221387961,76.59889303568202,77.59110671526334,21157000
2015-01-12,76.12263488769531,77.3926671893478,75.6166037903217,77.23390936664643,19190200
2015-01-13,75.854736328125,77.47204954637152,75.25940960649615,76.62866939323149,25179600
2015-01-14,75.6860580444336,76.59889281016338,75.43800462526856,75.82496735356683,25918600
2015-01-15,73.47342681884766,75.97380198842959,72.96739571703131,75.8051274778207,34134000
2015-01-16,74.59461212158203,74.73352140763805,73.26504207934653,73.46348932370394,21791500
2015-01-20,75.64636993408203,75.71582458988367,74.23742830496896,75.13042214383982,22821600
2015-01-21,76.14247131347656,76.6981160899788,75.25940179455868,75.56699316529772,25096700
2015-01-22,77.04537963867188,77.14459947448063,76.08293133435161,76.5691138288063,19519500
2015-01-23,77.2239761352539,77.58117358981407,76.44012658607954,77.04537740797382,16746500
2015-01-26,76.89655303955078,77.8590014307279,76.68818909455196,77.37281889239732,19260800
2015-01-27,75.18994140625,76.28137479432661,75.04110786015123,76.11270030807603,20110000
2015-01-28,75.64636993408203,77.03547062010452,75.40824076704638,76.30123460591724,53306400
2015-01-29,77.39265441894531,77.41249535851425,73.63216427660052,76.25160735902729,61293500
2015-01-30,75.3189468383789,77.55142770006726,75.1601890101748,77.39266987186316,42649500
2015-02-02,74.40609741210938,75.54714459168213,73.17575464012992,75.51737939421322,41955300
2015-02-03,74.81291961669922,74.99151839772809,73.28490950567227,74.60455563383059,26957700
2015-02-04,75.04110717773438,75.75550213652093,74.42593962877038,74.50531095864446,20277400
2015-02-05,75.02127075195312,75.38839250841687,74.624383798747,75.12049059775741,15062600
2015-02-06,73.89014434814453,75.1105627765814,73.67185615574414,75.09072183635801,21211000
2015-02-09,73.86038208007812,74.24734477467375,72.87808517534562,73.47341938548252,16194300
2015-02-10,74.60453796386719,74.75336393781681,73.91990820374491,74.26718142627486,15811300
2015-02-11,75.91426086425781,76.15238999676815,74.445781478802,74.50531186943243,20877400
2015-02-12,75.6364517211914,76.2714678671317,75.29909513554148,76.26154361079182,17235000
2015-02-13,75.15026092529297,75.88450448835005,74.9121317651069,75.86465597584065,18621900
2015-02-17,75.01134490966797,76.31114984317311,74.4953971804061,74.71368537855149,25254400
2015-02-18,76.11270141601562,76.30122441515088,74.86251020857155,75.34870030423735,22426400
2015-02-19,78.80160522460938,79.21833313530364,76.35083633030513,76.39052578417925,45851200
2015-02-20,79.27787017822266,79.71443902577717,78.583316098495,78.93059692335343,36931700
2015-02-23,78.22611236572266,79.56560670937307,77.76969504277062,79.33739426290276,24139100
2015-02-24,77.83914947509766,78.86113578389681,77.49187624880113,77.88876318027798,18897100
2015-02-25,78.94051361083984,79.57552972546785,77.88876959036018,77.88876959036018,25593800
2015-02-26,79.78388977050781,80.73641380541775,79.09926004510862,79.2580102659329,31111900
2015-02-27,78.3551025390625,80.59750720394193,78.00782932259604,80.05178674236008,30739200
2015-03-02,79.12904357910156,79.23818769308572,77.90861738181957,78.38488329465861,21662500
2015-03-03,78.98020935058594,79.07942920702088,77.90861673311313,78.99013360722638,18635000
2015-03-04,80.27008819580078,80.51814161570746,78.23604712457012,78.68254782239593,28126700
2015-03-05,80.57766723632812,81.35159264934963,80.41891699339537,80.59751574793796,27825700
2015-03-06,79.38701629638672,80.69673801225184,79.2084175364965,80.27008583973573,24488600
2015-03-09,78.82146453857422,79.28780622301794,78.01776623496237,79.05959372446387,18925100
2015-03-10,76.94617462158203,78.64285912162985,76.94617462158203,77.8887745982787,23067100
2015-03-11,76.96600341796875,77.81930766157042,76.65841964527111,77.19421586125276,20215700
2015-03-12,78.31542205810547,78.43449041880947,77.30336748708378,77.49188292904523,16093300
2015-03-13,77.4422836303711,78.76192212062732,77.07516182992964,77.98799663266038,18557300
2015-03-16,77.46210479736328,77.5117184985365,76.75763414663393,77.35296071077259,19305400
2015-03-17,78.74207305908203,79.15880096041043,77.7300109330112,77.74985944449682,22170000
2015-03-18,80.2800064086914,80.60743114512748,78.55354928571656,78.63292819090854,36912400
2015-03-19,82.10568237304688,82.35373579411349,80.36930842558063,80.48837679288887,42099500
2015-03-20,83.14751434326172,83.9412807923442,82.42319498310876,82.74070307673978,44466300
2015-03-23,83.77259826660156,84.2984702867288,82.65139957406593,83.26656718855922,27357300
2015-03-24,84.64574432373047,85.39982881968498,83.86189462938121,84.05041764586719,32576500
2015-03-25,82.27436065673828,84.85411484017388,82.27436065673828,84.83427389637383,37436100
2015-03-26,82.36365509033203,83.11773199456887,81.50042651181055,82.07591223082487,32794800
2015-03-27,82.65140533447266,83.2963381920367,82.2346698217519,82.73077667833338,18372600
2015-03-30,82.55216979980469,83.68329271612494,81.76832770497731,83.15742071099226,24527700
2015-03-31,81.57980346679688,82.84983566458874,81.56987921119222,82.25450901812243,19734300
2015-04-01,81.03409576416016,82.07592323760751,80.24032930009616,81.8576349997431,22058200
2015-04-02,80.92494201660156,81.91715565611847,80.8058812246527,81.6095718502648,19664100
2015-04-06,81.79808044433594,82.16519458144704,80.17085096798469,80.17085096798469,19062900
2015-04-07,81.67903137207031,82.77046492661411,81.57981151620083,82.00646370943038,17467000
2015-04-08,81.63932800292969,82.45294279438859,81.20275162751665,81.9866012242862,18966700
2015-04-09,81.53020477294922,82.15530430134466,81.07378734094058,81.85763713830012,15927300
2015-04-10,81.4012222290039,81.96678380032355,81.27223715834877,81.56989676062769,12529700
2015-04-13,82.36365509033203,83.2864140639277,81.28213830321965,81.29206255906175,26883100
2015-04-14,82.86968231201172,83.0383643889499,81.79809730258127,82.5224090418264,19634200
2015-04-15,82.06597900390625,83.00858638614459,81.62940263444898,82.89944229378027,22390900
2015-04-16,81.66909790039062,82.42318234589347,81.51034766290992,81.82785570786024,13769700
2015-04-17,80.15101623535156,81.47066218688421,79.7442125813389,80.84557032194262,24215000
2015-04-20,82.44303894042969,82.50257691452983,80.60744497047125,80.90511213100088,28796800
2015-04-21,82.96891021728516,83.83213126962309,82.88953130649857,83.34594868853705,27171900
2015-04-22,83.97103881835938,84.08018292590573,82.99867367656935,83.66345500799572,45548000
2015-04-23,81.76834106445312,84.92357361075742,81.76834106445312,83.44517720139007,73728100
2015-04-24,80.89517211914062,82.29419690318025,80.84556598204016,82.1255148410698,29660400
2015-04-27,81.27223205566406,82.28428675185545,80.99440584632686,81.23254259718732,25446000
2015-04-28,80.05179595947266,81.26229779909362,79.60530285403377,81.19284314780336,23775300
2015-04-29,79.84342193603516,80.75625654358058,78.90081456455796,79.38700463226245,26430300
2015-04-30,78.15665435791016,80.32960435347213,77.71016130922759,79.38700455292523,28999000
2015-05-01,78.37495422363281,79.1389629745915,77.50180893538372,78.6230076365434,24136400
2015-05-04,78.19635009765625,79.06950289597847,78.0177513498166,78.71230540029919,14692000
2015-05-05,76.95610046386719,78.18645103518574,76.61875140301541,77.93839758338628,22311300
2015-05-06,77.49187469482422,78.19634538832399,76.45005503682671,77.36288966192598,28663000
2015-05-07,77.8193130493164,78.32534410555395,76.95608449102754,77.39266089797673,19749400
2015-05-08,77.89868927001953,78.6130842495059,77.42242342703236,78.4840916409944,19943600
2015-05-11,77.40258026123047,78.414634739748,77.32320136134989,77.86892183554322,18874100
2015-05-12,76.85687255859375,77.28352475386438,76.19209119409922,77.26368381059147,21285300
